PERIODO_EVALUACION,PERIODO_VENTA,TIPO_PERIODO,FECHA_EVALUACION,VENTA_CANAL,VENTA_PDV_CODIGO,VENTA_PDV_DESC,VENTA_USUARIO,TIPO_PRODUCTO,SERVICIO,TIPO_VENTA_DES,NRO_SEC,ESTADO,NRO_PEDIDO,PEDIDO_ESTADO,CANTIDAD_LINEAS,FECHA_HORA_ENTREGA,NRO_SOT,SOT_ESTADO,UGIS,FECHA_INSTALACION,DEPARTAMENTO,PROVINCIA,DISTRITO,PACK_CHIP,EQUIPO_MARCA,EQUIPO_MODELO,CARGO_FIJO,PLAN_COMERCIAL,CAMPANA_APLICADA,OPERADOR_CEDENTE,TIPO_ENTREGA,DERIVACION_CANAL,DERIVACION_PDV_CODIGO,DERIVACION_PDV_DESC,ESTADO_ACTIVACION,VALIDACION_VENTA,MOTIVO_ASIGNACION,FECHA_ACTIVACION,ORIGEN_VTA_PDV,ORIGEN_VTA_PDV_DESC,CARGO_FIJO_ACTIVACION,SOCIO_LATAM,ORIGEN_CLIENTE,TIPO_COINCIDENCIA,TIPO_PAGO_ORIGEN
202509,202508,MESES ANTERIORES,20/08/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8415554,MOVIL,PORTABILIDAD,POSTPAGO,96999437,ANULADO,126124035,PEDIDO ANULADO,1,,,,,,CAJAMARCA,JAEN,JAEN,CHIP,,,79.9,Max Ilimitado 79.90,DTO PORTABILIDAD POSTPAGO,BITEL,PRESENCIAL,ACD,LF86,MAHADI JAEN5,VENTA PERDIDA,,"No CAC o CADENA, cambio de plazo y/o campaña, sec mas antigua en 2d, SI cumple C/P",03/09/2025 00:00,W6ZZ,FFVV EMP G2B LOS OLIVOS,79.9,,BASE MESES ANTERIORES,POR DOCUMENTO,POSTPAGO
202509,202508,MESES ANTERIORES,25/08/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8405239,MOVIL,PORTABILIDAD,POSTPAGO,97133833,ANULADO,126309375,PEDIDO ANULADO,1,,,,,,LIMA,LIMA,LURIN,CHIP,,,79.9,Max Ilimitado 79.90,DTO PORTABILIDAD POSTPAGO,MOVISTAR,DELIVERY,DELIVERY,DELIVERY,DELIVERY,VENTA PERDIDA,,"Finaliza en CAC o CADENA  y SI cumple C/P, Sec mas antigua en 2d",03/09/2025 00:00,LGAM,FFVV EMP FORCE,39.9,LATAM,BASE MESES ANTERIORES,POR DOCUMENTO,POSTPAGO
202509,202508,MESES ANTERIORES,26/08/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8415742,MOVIL,PORTABILIDAD,POSTPAGO,97150316,ANULADO,126356854,PEDIDO ANULADO,1,,,,,,CAJAMARCA,CUTERVO,CUTERVO,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,BITEL,PRESENCIAL,ACD,HWO4,CELL_SERVICE_CUTERVO,VENTA PERDIDA,,no existe SEC de canal remoto en 2 días pero pdv original fue modificado,01/09/2025 00:00,HWO4,CELL_SERVICE_CUTERVO,79.9,,BASE MES-1,POR LINEA,POSTPAGO
202509,202508,MESES ANTERIORES,26/08/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8401469,MOVIL,PORTABILIDAD,POSTPAGO,97148335,ANULADO,126329885,PEDIDO ANULADO,1,,,,,,JUNIN,HUANCAYO,HUANCAYO,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,MOVISTAR,DELIVERY,DELIVERY,DELIVERY,DELIVERY,VENTA PERDIDA,,"Finaliza en CAC o CADENA  y SI cumple C/P, Sec mas antigua en 2d",05/09/2025 00:00,I5FK,FFVV EMP BLING,79.9,,BASE MES ACTUAL,POR LINEA,POSTPAGO
202509,202508,MESES ANTERIORES,26/08/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8404329,MOVIL,PORTABILIDAD,POSTPAGO,97147843,ANULADO,126329559,PEDIDO ANULADO,1,,,,,,LA LIBERTAD,TRUJILLO,TRUJILLO,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,MOVISTAR,DELIVERY,DELIVERY,DELIVERY,DELIVERY,VENTA PERDIDA,,"Finaliza en CAC o CADENA  y SI cumple C/P, Sec mas antigua en 2d",06/09/2025 00:00,5RNE,KONECTA_PORTOUT,69.9,LATAM,BASE MES-1,POR LINEA,POSTPAGO
202509,202508,MESES ANTERIORES,27/08/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8415743,MOVIL,PORTABILIDAD,POSTPAGO,97180604,ANULADO,126374106,PEDIDO ANULADO,1,,,,,,HUANCAVELICA,ANGARAES,LIRCAY,CHIP,,,79.9,Max Ilimitado 79.90,DTO PORTABILIDAD POSTPAGO,MOVISTAR,PRESENCIAL,ACD,Y2F9,CORPORACION JPM LIRCAY,VENTA PERDIDA,,no existe SEC de canal remoto en 2 días pero pdv original fue modificado,01/09/2025 00:00,Y2F9,CORPORACION JPM LIRCAY,79.9,,BASE MES-1,POR LINEA,POSTPAGO
202509,202508,MESES ANTERIORES,27/08/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8415667,MOVIL,PORTABILIDAD,POSTPAGO,97174745,ANULADO,126365315,PEDIDO ANULADO,1,,,,,,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,CHIP,,,79.9,Max Ilimitado 79.90,DTO PORTABILIDAD POSTPAGO,MOVISTAR,DELIVERY,DELIVERY,DELIVERY,DELIVERY,VENTA PERDIDA,,no existe SEC de canal remoto en 2 días pero pdv original fue modificado,09/09/2025 00:00,R461,GO Y CAR_D.CHICLAYO,79.9,LATAM,BASE MESES ANTERIORES,POR LINEA,POSTPAGO
202509,202508,MESES ANTERIORES,28/08/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8415600,MOVIL,PORTABILIDAD,POSTPAGO,97202846,ANULADO,,,3,,,,,,LIMA,LIMA,MIRAFLORES,CHIP,,,79.9,Max Ilimitado 79.90,DTO PORTABILIDAD POSTPAGO,ENTEL,PRESENCIAL,NO DERIVADO,5PTW,RECUPERA_PORT_OUT,VENTA PERDIDA,,"Finaliza en CAC o CADENA  y SI cumple C/P, Sec mas antigua en 2d",02/09/2025 00:00,4NZ5,ATENTO_PORTOUT,79.9,,BASE MESES ANTERIORES,POR LINEA,POSTPAGO
202509,202508,MESES ANTERIORES,28/08/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8415506,MOVIL,PORTABILIDAD,POSTPAGO,97205162,ANULADO,,,1,,,,,,LIMA,LIMA,BREÑA,CHIP,,,79.9,Max Ilimitado 79.90,DTO PORTABILIDAD POSTPAGO,BITEL,PRESENCIAL,CADENA,NV84,RIPLEY BREÑA,VENTA PERDIDA,,"Finaliza en CAC o CADENA  y SI cumple C/P, Sec mas antigua en 2d",11/09/2025 00:00,DV04,DV04 - TLVTS_A365,69.9,,BASE MESES ANTERIORES,POR LINEA,POSTPAGO
202509,202508,MESES ANTERIORES,28/08/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8407338,MOVIL,PORTABILIDAD,POSTPAGO,97214435,ANULADO,,,1,,,,,,LIMA,LIMA,MIRAFLORES,CHIP,,,79.9,Max Ilimitado 79.90,DTO PORTABILIDAD POSTPAGO,MOVISTAR,PRESENCIAL,NO DERIVADO,5PTW,RECUPERA_PORT_OUT,VENTA PERDIDA,,"Finaliza en CAC o CADENA  y SI cumple C/P, Sec mas antigua en 2d",06/09/2025 00:00,4NZ5,ATENTO_PORTOUT,69.9,,BASE MES ACTUAL,POR LINEA,POSTPAGO
202509,202508,MESES ANTERIORES,28/08/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8415556,MOVIL,PORTABILIDAD,POSTPAGO,97218764,ANULADO,,,1,,,,,,LIMA,LIMA,COMAS,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,MOVISTAR,PRESENCIAL,CADENA,SO01,METRO COMAS_SN,VENTA PERDIDA,,No existe pedido anterior en 2d,01/09/2025 00:00,4851608,TOTTUS LOS OLIVOS_SN,,LATAM,BASE MES ACTUAL,POR LINEA,PREPAGO
202509,202508,MESES ANTERIORES,28/08/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8406404,MOVIL,PORTABILIDAD,POSTPAGO,97220223,ANULADO,,,1,,,,,,LIMA,LIMA,PUENTE PIEDRA,CHIP,,,79.9,Max Ilimitado 79.90,DTO PORTABILIDAD POSTPAGO,ENTEL,PRESENCIAL,CADENA,ZGM8,FOOD RETAIL PTE PIEDRA_SN,VENTA PERDIDA,,"Finaliza en CAC o CADENA  y SI cumple C/P, Sec mas antigua en 2d",08/09/2025 00:00,4NZ5,ATENTO_PORTOUT,79.9,LATAM,BASE MES ACTUAL,POR LINEA,POSTPAGO
202509,202508,MESES ANTERIORES,28/08/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8403731,MOVIL,PORTABILIDAD,POSTPAGO,97205646,ANULADO,,,1,,,,,,HUANUCO,HUANUCO,HUANUCO,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,ENTEL,PRESENCIAL,NO DERIVADO,5PTW,RECUPERA_PORT_OUT,VENTA PERDIDA,,"Finaliza en CAC o CADENA  y SI cumple C/P, Sec mas antigua en 2d",03/09/2025 00:00,W6ZZ,FFVV EMP G2B LOS OLIVOS,69.9,,BASE MES ACTUAL,POR LINEA,POSTPAGO
202509,202508,MESES ANTERIORES,28/08/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8415600,MOVIL,PORTABILIDAD,POSTPAGO,97202846,ANULADO,,,3,,,,,,LIMA,LIMA,MIRAFLORES,CHIP,,,54.9,MAX 54.90,PORTABILIDAD EXCLUSIVA,ENTEL,PRESENCIAL,NO DERIVADO,5PTW,RECUPERA_PORT_OUT,VENTA PERDIDA,,"Finaliza en CAC o CADENA  y SI cumple C/P, Sec mas antigua en 2d",02/09/2025 00:00,4NZ5,ATENTO_PORTOUT,54.9,,BASE MESES ANTERIORES,POR DOCUMENTO,POSTPAGO
202509,202508,MESES ANTERIORES,29/08/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8408369,MOVIL,PORTABILIDAD,POSTPAGO,97245442,APROBADO,126520945,PEDIDO ENTREGADO,1,31/08/2025 18:33,,,,,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,BITEL,PRESENCIAL,CADENA,SE68,TOTTUS CAÑETE_SN,VENTA ACTIVA,,,01/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,69.9,,BASE MES-1,POR DOCUMENTO,POSTPAGO
202509,202508,MESES ANTERIORES,29/08/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8413465,MOVIL,PORTABILIDAD,POSTPAGO,97243341,APROBADO,126503849,PEDIDO ENTREGADO,1,31/08/2025 10:41,,,,,LIMA,LIMA,LURIN,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,ENTEL,PRESENCIAL,CADENA,GW3U,FOOD RETAIL LURIN_SN,VENTA ACTIVA,,,01/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,69.9,,BASE MES ACTUAL,POR DOCUMENTO,PREPAGO
202509,202508,MESES ANTERIORES,29/08/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8408446,MOVIL,PORTABILIDAD,POSTPAGO,97227708,APROBADO,126516239,PEDIDO ENTREGADO,1,31/08/2025 16:30,,,,,ANCASH,HUARAZ,HUARAZ,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,MOVISTAR,PRESENCIAL,CADENA,NV07,CAD EFE HUARAZ,VENTA ACTIVA,,,01/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,69.9,,BASE MES-1,POR LINEA,POSTPAGO
202509,202508,MESES ANTERIORES,30/08/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8108137,MOVIL,PORTABILIDAD,POSTPAGO,97250107,ANULADO,,,1,,,,,,LA LIBERTAD,TRUJILLO,TRUJILLO,CHIP,,,60.9,MAX 60.90,DTO PORTABILIDAD POSTPAGO,MOVISTAR,PRESENCIAL,NO DERIVADO,5PTW,RECUPERA_PORT_OUT,VENTA PERDIDA,,"Canal presencial , PDV no esta catalogado como recojo",01/09/2025 00:00,YIYL,MYA CHACARERO,79.9,LATAM,BASE MES-1,POR LINEA,POSTPAGO
202509,202508,MESES ANTERIORES,30/08/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8404329,MOVIL,PORTABILIDAD,POSTPAGO,97263199,ANULADO,,,1,,,,,,AREQUIPA,AREQUIPA,CAYMA,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,ENTEL,PRESENCIAL,CADENA,2UED,ESTILOS AREQUIPA,VENTA PERDIDA,,derivado a un PDV distinto a donde termina la venta/ no aplica para CAC,01/09/2025 00:00,NV58,METRO AQP1,79.9,LATAM,FUERA DE BASE,FUERA DE BASE,POSTPAGO
202509,202508,MESES ANTERIORES,30/08/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8415558,MOVIL,PORTABILIDAD,POSTPAGO,97260877,ANULADO,,,1,,,,,,LIMA,LIMA,MIRAFLORES,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,MOVISTAR,PRESENCIAL,NO DERIVADO,5PTW,RECUPERA_PORT_OUT,VENTA PERDIDA,,"Finaliza en CAC o CADENA  y SI cumple C/P, Sec mas antigua en 2d",06/09/2025 00:00,4NZ5,ATENTO_PORTOUT,69.9,,BASE MES ACTUAL,POR LINEA,POSTPAGO
202509,202508,MESES ANTERIORES,31/08/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8414664,MOVIL,PORTABILIDAD,POSTPAGO,97272217,APROBADO,126509564,PEDIDO ENTREGADO,2,31/08/2025 13:12,,,,,LIMA,LIMA,SAN MIGUEL,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,ENTEL,PRESENCIAL,CAC,P006,CAC SAN MIGUEL,VENTA ACTIVA,,,01/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,69.9,LATAM,BASE MES-1,POR LINEA,POSTPAGO
202509,202508,MESES ANTERIORES,31/08/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8413647,MOVIL,PORTABILIDAD,POSTPAGO,97269623,APROBADO,126500807,PEDIDO ENTREGADO,1,31/08/2025 09:07,,,,,LIMA,LIMA,SAN JUAN DE LURIGANCHO,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,MOVISTAR,DELIVERY,DELIVERY,DELIVERY,DELIVERY,VENTA ACTIVA,,,01/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,69.9,,BASE MESES ANTERIORES,POR LINEA,POSTPAGO
202509,202508,MESES ANTERIORES,31/08/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8405239,MOVIL,PORTABILIDAD,POSTPAGO,97272554,ANULADO,,,1,,,,,,LORETO,MAYNAS,IQUITOS,CHIP,,,79.9,Max Ilimitado 79.90,DTO PORTABILIDAD POSTPAGO,BITEL,PRESENCIAL,NO DERIVADO,5PTW,RECUPERA_PORT_OUT,VENTA PERDIDA,,"Canal presencial , PDV no esta catalogado como recojo",02/09/2025 00:00,K2YI,RB INVERSIONES_1,69.9,,BASE MESES ANTERIORES,POR LINEA,POSTPAGO
202509,202508,MESES ANTERIORES,31/08/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8405239,MOVIL,PORTABILIDAD,POSTPAGO,97276298,APROBADO,126515332,PEDIDO ENTREGADO,1,31/08/2025 16:40,,,,,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,CHIP,,,79.9,Max Ilimitado 79.90,DTO PORTABILIDAD POSTPAGO,ENTEL,DELIVERY,DELIVERY,DELIVERY,DELIVERY,VENTA ACTIVA,,,01/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,79.9,,FUERA DE BASE,FUERA DE BASE,POSTPAGO
202509,202508,MESES ANTERIORES,31/08/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8414664,MOVIL,PORTABILIDAD,POSTPAGO,97272217,APROBADO,126509564,PEDIDO ENTREGADO,2,31/08/2025 13:12,,,,,LIMA,LIMA,SAN MIGUEL,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,ENTEL,PRESENCIAL,CAC,P006,CAC SAN MIGUEL,VENTA ACTIVA,,,01/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,69.9,LATAM,BASE MES-1,POR LINEA,POSTPAGO
202509,202508,MESES ANTERIORES,31/08/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8405239,MOVIL,PORTABILIDAD,POSTPAGO,97276430,APROBADO,126515719,PEDIDO ENTREGADO,1,31/08/2025 16:46,,,,,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,ENTEL,DELIVERY,DELIVERY,DELIVERY,DELIVERY,VENTA ACTIVA,,,01/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,69.9,,BASE MESES ANTERIORES,POR LINEA,POSTPAGO
202509,202508,MESES ANTERIORES,31/08/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8413647,MOVIL,PORTABILIDAD,POSTPAGO,97269933,APROBADO,126501667,PEDIDO ENTREGADO,1,31/08/2025 10:29,,,,,LIMA,LIMA,SAN MARTIN DE PORRES,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,ENTEL,DELIVERY,DELIVERY,DELIVERY,DELIVERY,VENTA ACTIVA,,,01/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,69.9,LATAM,BASE MESES ANTERIORES,POR DOCUMENTO,POSTPAGO
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8407338,MOVIL,PORTABILIDAD,POSTPAGO,97298021,APROBADO,126567713,PEDIDO ENTREGADO,1,02/09/2025 12:38,,,,,TACNA,TACNA,TACNA,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,MOVISTAR,PRESENCIAL,CAC,P020,CAC TACNA,VENTA ACTIVA,,,03/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,69.9,,BASE MESES ANTERIORES,POR LINEA,POSTPAGO
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8407712,MOVIL,PORTABILIDAD,POSTPAGO,97288436,APROBADO,126593296,PEDIDO ENTREGADO,1,02/09/2025 18:25,,,,,CUSCO,CUSCO,SAN SEBASTIAN,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,MOVISTAR,PRESENCIAL,CADENA,VAQG,TOTTUS CUSCO,VENTA ACTIVA,,,03/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,69.9,,BASE MES ACTUAL,POR LINEA,POSTPAGO
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8415795,MOVIL,PORTABILIDAD,POSTPAGO,97291118,APROBADO,126538194,PEDIDO ENTREGADO,1,01/09/2025 16:08,,,,,LIMA,LIMA,SANTA ANITA,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,BITEL,PRESENCIAL,CAC,P068,CAC SANTA CLARA,VENTA ACTIVA,,,02/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,69.9,,BASE MES ACTUAL,POR DOCUMENTO,POSTPAGO
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8401291,MOVIL,PORTABILIDAD,POSTPAGO,97303754,APROBADO,126559656,PEDIDO ENTREGADO,1,01/09/2025 19:58,,,,,PIURA,SULLANA,SULLANA,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,BITEL,PRESENCIAL,CADENA,NV11,CAD EFE SULLANA,VENTA ACTIVA,,,02/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,69.9,,BASE MES-1,POR LINEA,POSTPAGO
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8414802,MOVIL,PORTABILIDAD,POSTPAGO,97295598,APROBADO,126544889,PEDIDO ENTREGADO,1,02/09/2025 17:37,,,,,LORETO,MAYNAS,IQUITOS,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,MOVISTAR,PRESENCIAL,CAC,P021,CAC IQUITOS,VENTA ACTIVA,,,03/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,69.9,LATAM,BASE MES ACTUAL,POR LINEA,POSTPAGO
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8414495,MOVIL,PORTABILIDAD,POSTPAGO,97301579,ANULADO,,,1,,,,,,ANCASH,CARHUAZ,MARCARA,CHIP,,,79.9,Max Ilimitado 79.90,DTO PORTABILIDAD POSTPAGO,MOVISTAR,PRESENCIAL,NO DERIVADO,5PTW,RECUPERA_PORT_OUT,VENTA BRUTA,,,,,,,,BASE MES ACTUAL,POR LINEA,POSTPAGO
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8403731,MOVIL,PORTABILIDAD,POSTPAGO,97302992,APROBADO,126555233,PEDIDO ENTREGADO,1,01/09/2025 18:42,,,,,LIMA,LIMA,CHACLACAYO,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,MOVISTAR,PRESENCIAL,CADENA,SD43,METRO CHACLA_SN,VENTA ACTIVA,,,02/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,69.9,,BASE MESES ANTERIORES,POR DOCUMENTO,POSTPAGO
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8415794,MOVIL,PORTABILIDAD,POSTPAGO,97301818,ANULADO,,,1,,,,,,LIMA,LIMA,LIMA,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,BITEL,PRESENCIAL,NO DERIVADO,5PTW,RECUPERA_PORT_OUT,VENTA PERDIDA,,"Finaliza en CAC o CADENA  y SI cumple C/P, Sec mas antigua en 2d",05/09/2025 00:00,NLJ0,FFVV EMP CSS,79.9,LATAM,BASE MES ACTUAL,POR LINEA,POSTPAGO
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8415743,MOVIL,PORTABILIDAD,POSTPAGO,97286180,APROBADO,126547542,PEDIDO ENTREGADO,1,01/09/2025 16:58,,,,,LIMA,LIMA,LURIGANCHO CHOSICA,CHIP,,,79.9,Max Ilimitado 79.90,DTO PORTABILIDAD POSTPAGO,MOVISTAR,PRESENCIAL,CADENA,SE80,METRO LURIGANCHO_SN,VENTA ACTIVA,,,02/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,79.9,,FUERA DE BASE,FUERA DE BASE,POSTPAGO
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8415750,MOVIL,PORTABILIDAD,POSTPAGO,97288001,APROBADO,126535241,PEDIDO ENTREGADO,1,01/09/2025 15:01,,,,,LIMA,LIMA,LA MOLINA,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,MOVISTAR,DELIVERY,DELIVERY,DELIVERY,DELIVERY,VENTA ACTIVA,,,02/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,69.9,LATAM,BASE MES ACTUAL,POR LINEA,POSTPAGO
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8401703,MOVIL,PORTABILIDAD,POSTPAGO,97305121,ANULADO,,,1,,,,,,PIURA,PIURA,PIURA,CHIP,,,54.9,MAX 54.90,DTO PORTABILIDAD POSTPAGO,MOVISTAR,PRESENCIAL,CADENA,6MO5,HIPER_TOTTUS_PIURA2,VENTA PERDIDA,,no existe SEC de canal remoto en 2 días pero pdv original fue modificado,14/09/2025 00:00,440,CAC PIURA,79.9,,BASE MES ACTUAL,POR LINEA,POSTPAGO
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8413465,MOVIL,PORTABILIDAD,POSTPAGO,97305082,APROBADO,126559066,PEDIDO ENTREGADO,1,01/09/2025 19:54,,,,,LIMA,CALLAO,CALLAO,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,ENTEL,PRESENCIAL,CADENA,SR99,HMETRO SMP_SN,VENTA ACTIVA,,,02/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,69.9,,BASE MESES ANTERIORES,POR LINEA,POSTPAGO
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8414802,MOVIL,PORTABILIDAD,POSTPAGO,97286942,APROBADO,126533208,PEDIDO ENTREGADO,1,01/09/2025 11:40,,,,,LIMA,LIMA,SAN JUAN DE MIRAFLORES,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,MOVISTAR,DELIVERY,DELIVERY,DELIVERY,DELIVERY,VENTA ACTIVA,,,02/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,69.9,,BASE MESES ANTERIORES,POR LINEA,PREPAGO
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8414495,MOVIL,PORTABILIDAD,POSTPAGO,97290665,ANULADO,,,1,,,,,,LIMA,LIMA,ANCON,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,BITEL,PRESENCIAL,NO DERIVADO,5PTW,RECUPERA_PORT_OUT,VENTA BRUTA,,,,,,,,BASE MES ACTUAL,POR LINEA,POSTPAGO
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8415750,MOVIL,PORTABILIDAD,POSTPAGO,97299059,ANULADO,,,1,,,,,,CAJAMARCA,CUTERVO,CUTERVO,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,ENTEL,PRESENCIAL,ACD,BSL1,MAHADI_CUT,VENTA BRUTA,,,,,,,,BASE MES ACTUAL,POR LINEA,POSTPAGO
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8414495,MOVIL,PORTABILIDAD,POSTPAGO,97300369,APROBADO,126569849,PEDIDO ENTREGADO,1,02/09/2025 11:04,,,,,LIMA,LIMA,SAN BORJA,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,ENTEL,PRESENCIAL,CADENA,HA28,FOOD RETAIL SAN BORJA_SN,VENTA ACTIVA,,,03/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,69.9,LATAM,FUERA DE BASE,FUERA DE BASE,POSTPAGO
